전화번호,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,업태구분명,영업장주변구분명,위도_user,경도_user
0226521215,158-050,서울특별시 양천구 목동 919-7 홈플러스 목동점,"서울특별시 양천구 목동서로 170 (목동, 홈플러스 목동점)",7992.0,홈플러스(주) 목동점,기타식품판매업,,37.5302084,126.8732314
0234598000,137-882,서울특별시 서초구 서초동 1685-3 지하 1층,"서울특별시 서초구 서초중앙로 188, 지하 1층 (서초동)",6600.0,홈플러스 수퍼 익스프레스 서초점,기타식품판매업,,37.4981989,127.0133145
0221040160,137-840,서울특별시 서초구 방배동 875-5 1층,"서울특별시 서초구 방배로 162 (방배동,1층)",6588.0,(주)올가홀푸드,기타식품판매업,,37.4882589,126.9938391
0221551052,137893,서울특별시 서초구 양재동 215 지하1층 ,"서울특별시 서초구 매헌로 16 (양재동,지하1층)",6771.0,(주)이마트 양재점,기타식품판매업,,37.4633949,127.0370136
02 5970652,137844,서울특별시 서초구 방배동 937-1 1층 포탈하이웨이 ,"서울특별시 서초구 서초대로 94 (방배동,1층 포탈하이웨이)",6672.0,하이웨이마트 방배점,기타식품판매업,,37.4869746,126.9926777
,137886,서울특별시 서초구 양재동 5-10 지하1층 ,"서울특별시 서초구 바우뫼로 195 (양재동,지하1층)",6745.0,남서울농업협동조합,기타식품판매업,,37.4798239,127.040661
02 5725959,137893,서울특별시 서초구 양재동 217-6 ,서울특별시 서초구 양재대로 159 (양재동),6772.0,코스트코 코리아,기타식품판매업,,37.4620262,127.0360987
02 5220468,137070,"서울특별시 서초구 서초동 1332-2 ,3호 ",서울특별시 서초구 사임당로 151 (서초동),6624.0,현대할인마트,기타식품판매업,,37.4923671,127.0258472
02  592 1832,137801,서울특별시 서초구 반포동 30-25 삼호쇼핑센터 101호,"서울특별시 서초구 서초중앙로 238, 101호 (반포동, 삼호쇼핑센터)",6597.0,(주)지에스리테일 GS수퍼 서초점,기타식품판매업,,37.5029529,127.0120638
0226499466,158070,서울특별시 양천구 신정동 326 목동신시가지아파트 상가비동 101호,"서울특별시 양천구 목동동로 50, 상가비동 101호 (신정동, 목동신시가지아파트 12단지)",8097.0,GS수퍼 목동12점,기타식품판매업,,37.5131601,126.8605838
,137865,서울특별시 서초구 서초동 1443-17 1층 ,"서울특별시 서초구 효령로68길 74, 1층 (서초동)",6721.0,(주)이마트에브리데이 남부터미널점,기타식품판매업,,37.4856836,127.0208753
20581016,137897,서울특별시 서초구 양재동 331 1층 ,"서울특별시 서초구 동산로2길 16, 1층 (양재동)",6787.0,(주)이마트에브리데이 양재점,기타식품판매업,,37.46894590000001,127.0418259
577 0100,137140,"서울특별시 서초구 우면동 728 황금빌딩 101호, 105호~111호 ","서울특별시 서초구 태봉로 60, 101호, 105호~111호 (우면동, 황금빌딩 )",6764.0,(주)이마트에브리데이 우면점,기타식품판매업,,37.4635354,127.025105
0234749605,137842,서울특별시 서초구 방배동 907-10 지하1층 ,"서울특별시 서초구 효령로33길 55, 지하1층 (방배동)",6665.0,홈플러스익스프레스 서울 방배2점,기타식품판매업,,37.4836119,126.9967837
380 5983,137870,"서울특별시 서초구 서초동 1491-6 지하1층, 1층 ","서울특별시 서초구 명달로 73, 지하1층, 1층 (서초동)",6667.0,(주)이마트에브리데이 방배효령점,기타식품판매업,,37.4838028,127.0035867
02  574 1521,137140,서울특별시 서초구 우면동 763 (1층) ,서울특별시 서초구 양재대로2길 116-19 (우면동),6767.0,남서울농업협동조합 하나로마트,기타식품판매업,,37.4568719,127.0159853
02  34818545,137-040,서울특별시 서초구 반포동 18-3 레미안퍼스티지중심상가 지하1층일부 제B19호,"서울특별시 서초구 반포대로 287 (반포동,레미안퍼스티지중심상가 지하1층일부 제B19호)",6547.0,홈플러스 익스프레스 반포2점,기타식품판매업,,37.5044951,127.0007548
02 5360004,137-832,서울특별시 서초구 방배동 816-1 1층 굿모닝마트내,"서울특별시 서초구 방배로33길 29, 1층 (방배동, 굿모닝마트내 )",6562.0,씨에스유통(주) 롯데슈퍼 방배점,기타식품판매업,,37.4912681,126.9893045
02 20580381,137180,"서울특별시 서초구 내곡동 341-10 1층, 서울영동농협종합시설 주건축물제1동 ","서울특별시 서초구 헌릉로 176, 1층 (내곡동, 서울영동농협종합시설 주건축물제1동)",6800.0,영동농협 하나로마트 내곡지점,기타식품판매업,,37.447724,127.055933
02  525 8955,137843,"서울특별시 서초구 방배동 919-1 1층, 101,104~110호 ","서울특별시 서초구 방배중앙로 30, 1층 101,104~110호 (방배동)",6684.0,코끼리마트,기타식품판매업,,37.4896001,126.9885074
02597 8856,137819,서울특별시 서초구 방배동 456-1 지층 ,"서울특별시 서초구 방배천로16길 18, 지층 (방배동)",6677.0,방배 굿모닝마트,기타식품판매업,,37.481982,126.9837482
380 5678,137713,서울특별시 서초구 반포동 19-4 본관동 지하층 대형 1호 ,"서울특별시 서초구 신반포로 194, 본관동 지하층 대형 1호 (반포동, 서울고속터미널)",6545.0,노브랜드 강남터미널점,기타식품판매업,,37.5055182,127.0070626
02 5522233,135090,서울특별시 강남구 삼성동 159-7 ,서울특별시 강남구 테헤란로 517 (삼성동),6164.0,무역센타현대백화점,기타식품판매업,,37.5085949,127.0597186
0269081234,135926,"서울특별시 강남구 역삼동 755 한솔필리아 지하1,2층 ","서울특별시 강남구 역삼로 310 (역삼동,한솔필리아 지하1,2층)",6217.0,(주)이마트역삼점,기타식품판매업,기타,37.499217,127.0484398
,135200,서울특별시 강남구 자곡동 633 ,"서울특별시 강남구 자곡로 106, 1층 101호 (자곡동)",6373.0,(주)이마트에브리데이 자곡점,기타식품판매업,,37.4719211,127.0950026
025696120,135838,서울특별시 강남구 대치동 622-1 ,"서울특별시 강남구 남부순환로 2927, 지하1층 B110~116,B125~127호 (대치동, 대치클래시아)",6280.0,(주)지에스리테일 GS수퍼 강남대치점,기타식품판매업,,37.4935926,127.0606859
,135190,서울특별시 강남구 세곡동 581 ,"서울특별시 강남구 헌릉로 569, 1층 109~114호 (세곡동, 강남리더스프라자)",6376.0,(주)이마트에브리데이 세곡점,기타식품판매업,,37.4657816,127.1011914
0234495591,135-900,서울특별시 강남구 압구정동 429,서울특별시 강남구 압구정로 165 (압구정동),6001.0,주식회사현대백화점,기타식품판매업,,37.5273339,127.0274702
20062138,135270,서울특별시 강남구 도곡동 527-3 지하1층 ,"서울특별시 강남구 선릉로 225 (도곡동,지하1층)",6276.0,(주)지에스리테일 도곡렉슬점,기타식품판매업,,37.4953404,127.0526522
02 4516123,135885,서울특별시 강남구 수서동 724 지하1층 ,"서울특별시 강남구 광평로 280 (수서동,지하1층)",6367.0,(주)이마트메트로수서점,기타식품판매업,기타,37.4873264,127.1031402
,135190,서울특별시 강남구 세곡동 595 ,서울특별시 강남구 헌릉로569길 29 (세곡동),6376.0,노브랜드 강남세곡점,기타식품판매업,,37.4667963,127.0984312
02  34539775,135835,서울특별시 강남구 대치동 599 대원빌딩 ,"서울특별시 강남구 남부순환로 2947, 대원빌딩 지하1층 B103호 (대치동)",6280.0,노브랜드 강남대치역점,기타식품판매업,,37.4945248,127.062584
0234145800,135939,서울특별시 강남구 개포동 13-3 대청타워 지하1층 134호,"서울특별시 강남구 개포로 623, 지하1층 134호 (개포동, 대청타워)",6336.0,(주)이마트에브리데이 개포점,기타식품판매업,,37.4943476,127.079616
025290222,135962,서울특별시 강남구 개포동 1197-2 전남친환경농수축산물유통센터지하 1~3호,"서울특별시 강남구 논현로10길 29, 지하1층 1~3호 (개포동, 전남친환경농수축산물유통센터)",6312.0,(주)고객사랑마트,기타식품판매업,,37.47533620000001,127.0501255
02 5618000,135-835,서울특별시 강남구 대치동 316 비동 지하1층 60호,"서울특별시 강남구 삼성로 212, 지하1층 60호 (대치동, 비동)",6284.0,롯데슈퍼(주)은마점,기타식품판매업,,37.4974176,127.0653272
02 5794747,135-856,서울특별시 강남구 도곡동 467-7,"서울특별시 강남구 언주로30길 21, A동 지하1층 102호 (도곡동, 아카데미스위트)",6292.0,롯데프리미엄푸드마켓 도곡점,기타식품판매업,,37.4886722,127.0521024
4510034,135-939,서울특별시 강남구 개포동 12-4,"서울특별시 강남구 개포로 615, 지하1층 (개포동, 석탑프라자)",6335.0,홈플러스 익스프레스(개포점),기타식품판매업,,37.4926936,127.0756284
02 4518222,135-938,서울특별시 강남구 일원동 711-1,"서울특별시 강남구 양재대로55길 6 (일원동, 수서A 단지상가)",6341.0,농협유통수서점(주),기타식품판매업,,37.4909601,127.0899157
4457755,135994,서울특별시 강남구 개포동 186-4 지하1층 ,"서울특별시 강남구 개포로82길 13-9 (개포동,지하1층)",6329.0,현대그린마트,기타식품판매업,,37.4886373,127.0677765
0221555168,137859,서울특별시 서초구 서초동 1331-2 릿타워 1층 103호,"서울특별시 서초구 사임당로 157, 릿타워 1층 103호 (서초동)",6625.0,(주)오아시스 서초점,기타식품판매업,,37.4924162,127.0268355
0269252242,158851,서울특별시 양천구 신정동 212-1 1층,"서울특별시 양천구 목동남로 72, 1층 (신정동)",8101.0,서부식자재마트,기타식품판매업,,37.5099345,126.8671643
02  518 5239,135824,서울특별시 강남구 논현동 158 ,"서울특별시 강남구 학동로20길 55, 지하1,지하2층 B01,B02호 (논현동)",6115.0,(주)강남홈유통,기타식품판매업,,37.5101331,127.0272543
,135835,서울특별시 강남구 대치동 316 은마아파트 ,"서울특별시 강남구 삼성로 212, 편의시설동 지상1층 103호 (대치동, 은마아파트)",6284.0,(주)이마트에브리데이 대치은마점,기타식품판매업,,37.4974176,127.0653272
,135753,서울특별시 강남구 역삼동 833-2 성보역삼빌딩 ,"서울특별시 강남구 역삼로 120, 성보역삼빌딩 지상1층 (역삼동)",6251.0,(주)럭키엠케이유(럭키할인마트역삼점),기타식품판매업,,37.4935577,127.0327193
02  445 1531,135944,서울특별시 강남구 일원동 615-1 기호빌딩 ,"서울특별시 강남구 일원로 28, 기호빌딩 지하1층 (일원동)",6337.0,웰빙마트,기타식품판매업,,37.4911858,127.080331
02  514 6911,135508,서울특별시 강남구 삼성동 20-5 ,"서울특별시 강남구 삼성로119길 8, 지하1층 B101호 (삼성동)",6091.0,킹마트,기타식품판매업,,37.5162454,127.0506339
02  548 6071,135-822,서울특별시 강남구 논현동 140 영동프라자 1층,"서울특별시 강남구 강남대로128길 20, 지상1층 (논현동, 영동프라자)",6114.0,GS더프레시 강남영동점,기타식품판매업,,37.5099451,127.023674
02  445 8123,135-190,서울특별시 강남구 세곡동 103-3 1층,"서울특별시 강남구 헌릉로637길 22, 1층 (세곡동)",6378.0,송파농협 하나로마트 세곡점,기타식품판매업,,37.466456,127.1092204
,135-501,서울특별시 강남구 대치동 990,"서울특별시 강남구 도곡로 516, 지하1층 3,4호 (대치동)",6282.0,진로마트,기타식품판매업,,37.4992034,127.0630995
02 5427887,135-873,서울특별시 강남구 삼성동 107-6 지상1층,"서울특별시 강남구 봉은사로103길 5 (삼성동,지상1층)",6083.0,롯데쇼핑(주)롯데슈퍼코엑스점,기타식품판매업,,37.5149946,127.0614151
02  568 5239,135840,서울특별시 강남구 대치동 895-1 가리온,"서울특별시 강남구 삼성로85길 39, 가리온 지하1층 1~5호,8호 (대치동)",6196.0,강남홈앤유통,기타식품판매업,,37.5042562,127.0541147
,135230,서울특별시 강남구 일원동 611-1 디에이치 자이 개포,"서울특별시 강남구 영동대로 22, 지하2층 S2B2-0201호 (일원동, 디에이치 자이 개포)",6346.0,GS더프레시 디에이치자이점,기타식품판매업,,37.490887,127.0752908
,138824,서울특별시 송파구 문정동 21-5 에코타워 ,"서울특별시 송파구 송이로32길 18, 에코타워 1층 101호 (문정동)",5803.0,홈식자재마트(주),기타식품판매업,,37.4885022,127.127337
02  931 1422,139867,서울특별시 노원구 중계동 584-1 삼창타워프라자,"서울특별시 노원구 한글비석로 383, 삼창타워프라자 지층 (중계동)",1699.0,세계로마트 상계점,기타식품판매업,,37.659053,127.0726521
02  417 8890,138862,"서울특별시 송파구 잠실동 208-5,8 지상1층 ","서울특별시 송파구 석촌호수로 76 (잠실동, 지상1층)",5559.0,(주) 잠실세계로마트,기타식품판매업,,37.5095416,127.0858916
02  4111205,138886,서울특별시 송파구 문정동 292 가든5툴지하1층 ,"서울특별시 송파구 충민로 10, 가든5툴동 지하1층 (문정동)",5840.0,이마트가든5점식품매장,기타식품판매업,,37.478626,127.1192753
02 4014600,138812,서울특별시 송파구 가락동 197-15 ,서울특별시 송파구 오금로46길 49 (가락동),5785.0,GS수퍼 송파가락점,기타식품판매업,,37.4980756,127.1209737
02  412 3230,138-863,서울특별시 송파구 잠실동 230-2 1층,서울특별시 송파구 백제고분로 157 (잠실동),5568.0,주덕팜식자재 주식회사,기타식품판매업,,37.505807,127.0843186
02  34688124,138-934,서울특별시 송파구 신천동 7-12 지하1~2층,"서울특별시 송파구 올림픽로35가길 16, 지하1~2층 (신천동)",5510.0,홈플러스(주),기타식품판매업,,37.516256,127.1030333
02  34598538,138-814,서울특별시 송파구 거여동 27-5 지하1층 101호,"서울특별시 송파구 오금로 512, 지하1층 101호 (거여동)",5773.0,홈플러스(주),기타식품판매업,,37.4926895,127.1455361
,138888,서울특별시 송파구 문정동 634 ,"서울특별시 송파구 충민로 66, 지하1층 (문정동, 가든파이브라이프 현대시티몰 테크노관)",5838.0,현대시티몰 가든파이브 프리미엄마켓,기타식품판매업,,37.4777453,127.124407
,138926,서울특별시 송파구 장지동 881 ,"서울특별시 송파구 위례광장로 188, 지하1층 B01호 (장지동, 아이온스퀘어)",5849.0,(주)지에스리테일 GS수퍼 송파위례점,기타식품판매업,,37.4811605,127.1423292
,138881,서울특별시 송파구 가락동 600 ,"서울특별시 송파구 양재대로 932, 판매동 2층 16-2호 (가락동, 가락몰 )",5699.0,케이원 푸드,기타식품판매업,,37.5008309,127.124854
02  443 5885,138200,서울특별시 송파구 문정동 84-1 ,"서울특별시 송파구 새말로 117, 1~2층 (문정동)",5809.0,(주)디케이마트,기타식품판매업,,37.4831532,127.1271554
,138803,서울특별시 송파구 가락동 88-2 리치빌딩 ,"서울특별시 송파구 중대로9길 35, 1~2층 (가락동)",5711.0,(주)이마트에브리데이 가락동점,기타식품판매업,,37.4963124,127.1182986
02  417 8114,138908,서울특별시 송파구 잠실동 19-9 파인애플상가 비-201호,"서울특별시 송파구 올림픽로 119, 파인애플상가동 지하2층 비-201호 (잠실동)",5501.0,(주)진로마트잠실점,기타식품판매업,,37.5094687,127.0815285
,,,"서울특별시 송파구 백제고분로37길 2, 1층 (석촌동)",5615.0,(주)송파홈마트,기타식품판매업,,37.5039558,127.1037446
02 4400785,138829,서울특별시 송파구 방이동 89-11 ,서울특별시 송파구 양재대로 1222 (방이동),5648.0,(주)이마트에브리데이 올림픽점,기타식품판매업,주택가주변,37.5158257,127.1322182
0234016251,138808,서울특별시 송파구 가락동 140-0 ,"서울특별시 송파구 동남로 189 (가락동, 가락쌍용프라자A상가)",5823.0,(주)GS리테일 송파점,기타식품판매업,주택가주변,37.4947408,127.1298734
02  34317760,138911,서울특별시 송파구 잠실동 22-6 리센츠상가 지하1층 제E 01호~19호 ,"서울특별시 송파구 올림픽로 145 (잠실동, 리센츠상가 지하1층 제E 01호~19호)",5502.0,농협하나로마트 신천역점,기타식품판매업,,37.5119601,127.0869604
0226488050,158070,서울특별시 양천구 신정동 276 양천아파트 상가동 지층비01호,"서울특별시 양천구 목동로3길 57, 상가동 지층 비01호 (신정동, 양천아파트)",8100.0,신세계아울렛마트,기타식품판매업,,37.5095224,126.8621785
02  820 8500,138-829,서울특별시 송파구 방이동 89-20 (올림픽선수촌C상가),"서울특별시 송파구 양재대로 1178 (방이동,(올림픽선수촌C상가))",5649.0,(주)메가마트 후레쉬마트방이점,기타식품판매업,,37.5121498,127.128974
02  400 2201,138-888,서울특별시 송파구 문정동 651-8 NH송파농협,"서울특별시 송파구 송파대로 155, 지하1층 (문정동)",5855.0,송파농협 하나로마트,기타식품판매업,,37.4855846,127.1225635
0234233301,131-872,서울특별시 중랑구 신내동 646 금강리빙스텔,"서울특별시 중랑구 신내로 211, 금강리빙스텔 B1층 비01호 (신내동)",2024.0,씨에스유통(주) 봉화산역점,기타식품판매업,,37.6163253,127.0926776
,138-824,서울특별시 송파구 문정동 9-1 래미안빌딩 지상1층,"서울특별시 송파구 송이로 194, 지상1층 (문정동, 래미안빌딩 )",5796.0,올스타마트문정점,기타식품판매업,,37.4904321,127.1273283
02 4071171,138881,서울특별시 송파구 가락동 600 ,"서울특별시 송파구 양재대로 932, 판매동 2층 27-1호 (가락동, 가락시장)",5699.0,다농산업(주),기타식품판매업,주택가주변,37.5013207,127.1231385
02 4116084,138915,서울특별시 송파구 잠실동 40-1 롯데백화점 지하1층,"서울특별시 송파구 올림픽로 240, 지하1층 (잠실동, 롯데백화점)",5554.0,롯데쇼핑(주),기타식품판매업,,37.5112862,127.0979392
,138926,서울특별시 송파구 장지동 897 ,"서울특별시 송파구 위례광장로 120, 지하1층 B12-B18호 (장지동, 위례중앙푸르지오1단지 상가)",5852.0,중앙식자재 마트,기타식품판매업,,37.4748062,127.141566
02  412 2730,138830,서울특별시 송파구 방이동 119-1 1.2층 ,"서울특별시 송파구 백제고분로48길 26, 지상1,2층 (방이동)",5642.0,(주)태상물산,기타식품판매업,,37.5107726,127.1158085
02  430 4240,138819,서울특별시 송파구 마천동 140-2 지상1층 ,"서울특별시 송파구 마천로45길 23, 지상1층 (마천동)",5752.0,마천시장 식자재마트,기타식품판매업,,37.4979961,127.1502336
02  422 1438,138853,서울특별시 송파구 송파동 166 삼익상가 지상1층 27호,"서울특별시 송파구 오금로 252, 지상1층 27호 (송파동, 삼익상가)",5673.0,부광할인마트,기타식품판매업,,37.5087135,127.1068695
02  404 6171,138813,서울특별시 송파구 거여동 129-73 동일빌딩 지상1층 ,"서울특별시 송파구 마천로 254 (거여동,동일빌딩 지상1층)",5735.0,(주)거마진로식자재마트,기타식품판매업,,37.498685,127.1451496
400 6383,138200,서울특별시 송파구 문정동 108-7 ,서울특별시 송파구 새말로19길 13 (문정동),5800.0,코사우리마트,기타식품판매업,,37.4872334,127.1312822
21353211,138-240,서울특별시 송파구 신천동 20-6 파크리오,"서울특별시 송파구 올림픽로35길 10, 파크리오 상가 B동 지하1층 108, 109, 110, 111, 112호 (신천동)",5507.0,지에스 더프레시 잠실파크리오점,기타식품판매업,,37.5202793,127.1131592
02 4748542,138-873,서울특별시 송파구 풍납동 163 지상1층,"서울특별시 송파구 올림픽로51길 30, 지상1층 (풍납동)",5528.0,홈플러스익스프레스풍납점,기타식품판매업,,37.5334337,127.1182135
0222403106,138-854,서울특별시 송파구 송파동 150-2,"서울특별시 송파구 가락로28길 7, 1층 (송파동)",5671.0,홈플러스익스프레스 송파점,기타식품판매업,,37.5063896,127.1167473
,138820,서울특별시 송파구 마천동 181 ,"서울특별시 송파구 마천로 315, 1층 (마천동)",5758.0,(주)라임마트,기타식품판매업,,37.4951823,127.1509584
,138881,서울특별시 송파구 가락동 600 ,"서울특별시 송파구 양재대로 932, 판매동 지하1층 A164호 (가락동, 가락몰 청과부류)",5699.0,(주)두경유통,기타식품판매업,,37.4934824,127.1115038
02  449 0633,138120,서울특별시 송파구 마천동 601 동휴빌딩 ,"서울특별시 송파구 성내천로47길 31, 동휴빌딩 1층 101,102,103호 (마천동)",5748.0,하모니 마트 마천점,기타식품판매업,,37.495627,127.1576776
,138927,서울특별시 송파구 장지동 904-7 ,"서울특별시 송파구 위례순환로 494, 1층 (장지동)",5814.0,위례 두꺼비 왕 식자재 마트(주),기타식품판매업,,37.4764773,127.1329404
02  423 3810,138846,서울특별시 송파구 석촌동 276-2 석촌꽃마을빌딩 ,"서울특별시 송파구 가락로 102, 석촌꽃마을빌딩 1층 (석촌동)",5696.0,장보고 석촌꽃마을점,기타식품판매업,,37.5008507,127.1075143
,138916,서울특별시 송파구 잠실동 27 잠실주공아파트 ,"서울특별시 송파구 송파대로 567, 1층 (잠실동, 잠실주공아파트)",5503.0,굿모닝 마트,기타식품판매업,,37.5136513,127.0940776
,138883,서울특별시 송파구 가락동 479 헬리오시티 ,"서울특별시 송파구 송파대로 345, 지하 1층 149호 (가락동, 헬리오시티)",5698.0,(주)이마트에브리데이 송파점,기타식품판매업,,37.4967773,127.1258217
,138853,서울특별시 송파구 송파동 163-17,"서울특별시 송파구 오금로32길 32, 지하1층 (송파동)",5672.0,(주)지에스리테일 GS 더프레시 송파2점,기타식품판매업,,37.5035828,127.1187767
,138855,서울특별시 송파구 오금동 18-9 ,"서울특별시 송파구 마천로 57, 1,2층 (오금동)",5657.0,올스타푸드마켓,기타식품판매업,,37.5083688,127.1271606
02  3805123,120805,서울특별시 서대문구 남가좌동 286-1 DMC금호리첸시아,"서울특별시 서대문구 수색로2길 39, 지하1층 B105-1,B105-2호 (남가좌동, DMC금호리첸시아)",3712.0,(주)이마트에브리데이 남가좌점,기타식품판매업,,37.5704789,126.9157871
,138881,서울특별시 송파구 가락동 600 가락동 농수산물도매시장,"서울특별시 송파구 양재대로 932, 가락동 농수산물도매시장 가락몰 3관 2층 (가락동)",5699.0,(주)새농,기타식품판매업,,37.493116,127.1164539
,138817,서울특별시 송파구 마천동 22-3 한주리버뷰아파트,"서울특별시 송파구 마천로 243, 1층 101호,102호,103호,104호,105,106호 (마천동, 한주리버뷰아파트)",5733.0,썬 마켓,기타식품판매업,,37.4995098,127.1447582
02  418 6255,138-834,서울특별시 송파구 방이동 185-8,서울특별시 송파구 양재대로71길 4 (방이동),5638.0,(주)올가홀푸드 방이점,기타식품판매업,,37.5104456,127.1264624
02 4731850,134871,서울특별시 강동구 천호동 564-0 ,서울특별시 강동구 진황도로31길 26 (천호동),5338.0,강동할인마트,기타식품판매업,아파트지역,37.5386832,127.1342101
02  21451053,134825,서울특별시 강동구 명일동 46-4 ,서울특별시 강동구 고덕로 276 (명일동),5269.0,(주)이마트명일점,기타식품판매업,,37.5546724,127.1558427
02 4263708,134830,서울특별시 강동구 명일동 312-99 ,서울특별시 강동구 양재대로 1630 (명일동),5266.0,(주)지에스리테일명일점,기타식품판매업,,37.5510546,127.1447767
02  428 4437,134100,서울특별시 강동구 강일동 677 1층 (주)골든그린마트 ,"서울특별시 강동구 아리수로91길 24-9, 1층 (강일동, (주)골든그린마트)",5211.0,(주)골드그린마트,기타식품판매업,,37.5653411,127.1735639
,134830,서울특별시 강동구 명일동 332-1 명일엘지아파트상가동지하1층 B01 ,"서울특별시 강동구 상암로51길 61 (명일동, 명일엘지아파트 상가동지하1층 B01)",5292.0,대박식자재마트 명일점,기타식품판매업,,37.5490355,127.1556615
02 4788671,134812,서울특별시 강동구 길동 363-2 대현상가 1층 ,"서울특별시 강동구 천중로52길 54 (길동,대현상가 1층)",5343.0,태양할인마트,기타식품판매업,,37.5385667,127.1426877
02  22246666,134873,서울특별시 강동구 천호동 563 ,서울특별시 강동구 구천면로 189 (천호동),5327.0,주식회사 엠패스트,기타식품판매업,,37.5408634,127.1331051
0222241053,134874,서울특별시 강동구 천호동 454-1,서울특별시 강동구 천호대로 1017 (천호동),5328.0,(주)이마트천호점,기타식품판매업,,37.5386443,127.1255434
02  34271321,134789,"서울특별시 강동구 명일동 54 한양아파트 상가 1층 105호,106호","서울특별시 강동구 동남로71길 19 (명일동, 한양아파트 상가 1층 105호,106호)",5270.0,에이스마트,기타식품판매업,,37.5504605,127.1551497
0222248972,134-848,서울특별시 강동구 성내동 451,서울특별시 강동구 올림픽로 528 (성내동),5398.0,농협하나로마트성내점,기타식품판매업,,37.5299382,127.1301719
02 4825533,134849,서울특별시 강동구 성내동 513 중앙(아) 상가 1층 ,"서울특별시 강동구 풍성로45길 18 (성내동,중앙(아) 상가 1층)",5390.0,중앙마트,기타식품판매업,,37.531388,127.1303816
,134805,서울특별시 강동구 고덕동 499 고덕아이파크 ,"서울특별시 강동구 동남로79길 26, 비1층 101~109호 (고덕동, 고덕아이파크)",5232.0,킹마트,기타식품판매업,,37.5589118,127.155157
02  34264561,134836,서울특별시 강동구 상일동 124 ,"서울특별시 강동구 상일로 55, 고덕자이아파트상가 1동 B1층 119호 (상일동)",5275.0,지에스 더 프레시 강동고덕점,기타식품판매업,,37.5523884,127.1706617
,134060,"서울특별시 강동구 둔촌동 630 둔촌푸르지오아파트 지1층 102,106호 ","서울특별시 강동구 명일로 176, 둔촌푸르지오아파트 지1층 102,106호 (둔촌동)",5360.0,왕마트,기타식품판매업,,37.5341448,127.1465183
,134100,서울특별시 강동구 강일동 76-2 아이메디컬 ,"서울특별시 강동구 아리수로93나길 38, 아이메디컬 B101호 (강일동)",5415.0,(주)이마트에브리데이 고덕강일점,기타식품판매업,,37.5718115,127.1738845
02  20062353,134807,"서울특별시 강동구 고덕동 217 고덕그라시움아파트(상가1동)108~119,128호 ","서울특별시 강동구 고덕로 353, 고덕그라시움아파트(상가1동)108~119,128호 (고덕동)",5224.0,지에스 더 프레시 고덕그라시움점,기타식품판매업,,37.5579056,127.162626
0234266155,134824,서울특별시 강동구 명일동 15 삼익상가 지하 22호,"서울특별시 강동구 명일로 375 (명일동, 삼익상가 지하22호)",5267.0,(주)이마트에브리데이 명일동점,기타식품판매업,아파트지역,37.5532944,127.1484591
02  428 3782,134838,"서울특별시 강동구 상일동 446-1 지하1층,1층","서울특별시 강동구 천호대로213길 18, 지하1,1층 (상일동)",5291.0,(주)윈플러스마트 동부,기타식품판매업,,37.54527059999999,127.1678219
02  426 5651,134857,"서울특별시 강동구 암사동 461 1-1,2,2-1,3,3-1,4,4-1,5,5-1,6,7,7-1,8,8-1,8-2,9,10,10-1,10-2 11외호","서울특별시 강동구 고덕로 52, 1층 1-1,2,2-1,3,3-1,4~11-2호 (암사동, 대원아파트)",5251.0,해가든마트,기타식품판매업,,37.5545782,127.1305602
02  487 4080,134873,서울특별시 강동구 천호동 421-4 행복타워빌딩 ,"서울특별시 강동구 구천면로 202, 행복타워빌딩 1층 (천호동)",5329.0,강동농협하나로마트 로데오점,기타식품판매업,,37.5402978,127.1272304
02  34272512,134830,서울특별시 강동구 명일동 346-14 ,서울특별시 강동구 양재대로130길 27 (명일동),5296.0,명성마트,기타식품판매업,,37.5459996,127.1447042
02  69335202,134853,서울특별시 강동구 암사동 414-18 롯데캐슬 아파트상가 지하1층 ,"서울특별시 강동구 고덕로 133 (암사동,롯데캐슬 아파트상가 지하1층)",5236.0,(주)지에스리테일 GS더프레시 강동캐슬점,기타식품판매업,,37.55617900000001,127.144452
02  472 5947,134880,서울특별시 강동구 길동 400-1 아름상가 1층 ,"서울특별시 강동구 천호대로187길 62 (길동,아름상가 1층)",5350.0,(주)길동월드마트,기타식품판매업,,37.5369545,127.143229
,136864,서울특별시 성북구 종암동 104-1 종암에스케이아파트,"서울특별시 성북구 종암로24가길 53, 상가동 B09,B10,B36~B44,B44-1호 (종암동, 종암에스케이아파트)",2798.0,(주)이마트에브리데이 종암점,기타식품판매업,,37.6011845,127.0369888
,139240,서울특별시 노원구 공릉동 375-16 공릉동VIPS,"서울특별시 노원구 동일로 1090, 1층 (공릉동)",1840.0,식자재유통센터,기타식품판매업,,37.6272337,127.072635
,134-874,서울특별시 강동구 천호동 455-8,서울특별시 강동구 천호대로 1005 (천호동),5328.0,현대백화점천호점,기타식품판매업,,37.5390258,127.1244577
02  34275125,134-876,서울특별시 강동구 암사동 599,"서울특별시 강동구 고덕로 19, 1층 (암사동)",5239.0,남한강 식자재마트,기타식품판매업,,37.5550661,127.1273117
02  34008120,134-861,서울특별시 강동구 천호동 42-0 지하2층,"서울특별시 강동구 양재대로 1571 (천호동,지하2층)",5314.0,홈플러스(주),기타식품판매업,,37.5457174,127.1422509
